SAMPLE_ID,STRUCTURE_ID,PREFERRED_LCMS_METHOD,SPE_METHOD,METHOD,SPE_SUCCESSFUL,CRASHED_OUT,SAMPLE_STATUS,SAMPLE_CURRENT_STATUS,TERMINATION_CAUSE,TERMINATION_STEP,TERMINATION_DETAILS,REACTION_SCALE_(mmol),SELECTED_FRACTIONS,VOLUME_COLLECTED_(mL),TOTAL_FRACTIONS_COLLECTED,RECOVERED_SAMPLE_DRY_MASS_(mg),PERCENT_YIELD,%_PURITY_(BY_LCMS),PURIFICATION_COMMENTS,EXTRA_COMMENTS,MolWt,ExactMolWt,logP,HBD,HBA,TPSA,Flexibility,Rotatable Bonds,qed,HeavyAtomMolWt,MolLogP,MolMR,FractionCSP3,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BalabanJ,BertzCT,HallKierAlpha,Ipc,Kappa2,LabuteASA,PEOE_VSA10,PEOE_VSA2,SMR_VSA10,SMR_VSA4,SlogP_VSA2,SlogP_VSA6,MaxEStateIndex,MinEStateIndex,EState_VSA3,EState_VSA8,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,Principal component 1,Principal component 2,Principal component 3,class
02ADI22-072-011_S2,02ADI22-072-011,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Cancelled,,,,0.1,,,,,0.00%,,,,441.557,441.1834607,3.87,3,8,105.2,0.2424,8,0.500251339,414.341,4.35762,122.8449,0.272727273,164,0.240616949,-0.496765888,0.967741935,1.815189176,1156.50905,-3.17,5195512.447,8.907011382,182.6984479,11.56737461,0.0,33.16426576,0.0,31.03447682,59.62326359,12.6389913,-3.642868569,17.45358833,25.32362911,31,3,8,0,0,0,2,1,3,7,3,9,7,0,0,0,3,7.929542568389525,-0.943065237322783,-3.918017134621926,0
02ADI22-072-012,02ADI22-072-012,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Completed & Stored,,,Below purity threshold,0.1,F3L/F4S,12.48,1.0,12.0,37.10%,84%,"remade final QC to confirm purity. Not repurifying, sample used in assay already ",,482.61,482.2100098,3.196,3,9,116.3,0.25,9,0.465093406,452.37,4.05082,134.3104,0.291666667,180,0.25283436,-0.344770262,0.970588235,1.792683506,1282.805592,-3.5,18060048.58,9.779155188,200.2361426,5.817862778,4.794537184,39.07144549,0.0,48.8271127,59.62326359,12.68174152,-3.669015406,23.01703983,25.32362911,34,3,9,0,0,0,2,1,3,7,3,10,7,0,0,0,3,3.5595902221679396,-1.296105597287242,-2.198790838872411,0
02ADI22-072-012_S2,02ADI22-072-012,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Cancelled,,,,0.1,,,,,0.00%,,,,482.61,482.2100098,3.196,3,9,116.3,0.25,9,0.465093406,452.37,4.05082,134.3104,0.291666667,180,0.25283436,-0.344770262,0.970588235,1.792683506,1282.805592,-3.5,18060048.58,9.779155188,200.2361426,5.817862778,4.794537184,39.07144549,0.0,48.8271127,59.62326359,12.68174152,-3.669015406,23.01703983,25.32362911,34,3,9,0,0,0,2,1,3,7,3,10,7,0,0,0,3,-1.2950383517233126,-0.5887846558704606,1.3464666578428925,2
02ADI22-072-013,02ADI22-072-013,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Completed & Stored,,,,0.1,F3L,19.88,1.0,17.4,0.00%,100%,,,468.583,468.1943598,3.096,4,9,125.1,0.2571,9,0.407136168,440.359,4.30742,130.5966,0.260869565,174,0.240616949,-0.339811902,0.939393939,1.785456739,1251.933518,-3.5,11317921.67,9.552631579,193.661229,5.817862778,4.794537184,44.75883177,0.0,29.83185901,59.62326359,12.66203886,-3.664279839,23.14097461,30.64041772,33,4,9,0,0,0,2,1,3,7,4,10,7,0,0,0,3,-2.3426054994373087,-0.24107660667837927,1.7485007422827867,2
02ADI22-072-013_S2,02ADI22-072-013,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Cancelled,,,,0.1,,,,,55.30%,,,,468.583,468.1943598,3.096,4,9,125.1,0.2571,9,0.407136168,440.359,4.30742,130.5966,0.260869565,174,0.240616949,-0.339811902,0.939393939,1.785456739,1251.933518,-3.5,11317921.67,9.552631579,193.661229,5.817862778,4.794537184,44.75883177,0.0,29.83185901,59.62326359,12.66203886,-3.664279839,23.14097461,30.64041772,33,4,9,0,0,0,2,1,3,7,4,10,7,0,0,0,3,-0.6004601226089372,5.26836621110719,-2.5228943142626616,3
02ADI22-072-014,02ADI22-072-014,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Terminated,System/Automation Error,PurLCMS (SAP6),Sample overpressured system/was lost,0.1,F3L,,,,1.90%,,,,468.583,468.1943598,3.097,4,9,125.1,0.2571,9,0.407136168,440.359,4.30742,130.5966,0.260869565,174,0.240616949,-0.339811902,0.939393939,1.818786802,1269.183518,-3.5,11087106.22,9.552631579,193.661229,5.817862778,4.794537184,44.75883177,0.0,29.83185901,59.62326359,12.67037034,-3.669578273,28.82836088,30.64041772,33,4,9,0,0,0,2,1,3,7,4,10,7,0,0,0,3,-4.462564025918424,-1.3579902879617174,1.8462113813319814,2
02ADI22-072-014_S2,02ADI22-072-014,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,Completed & Stored,,,,0.1,F3L,15.23,1.0,25.9,0.00%,100%,,,468.583,468.1943598,3.097,4,9,125.1,0.2571,9,0.407136168,440.359,4.30742,130.5966,0.260869565,174,0.240616949,-0.339811902,0.939393939,1.818786802,1269.183518,-3.5,11087106.22,9.552631579,193.661229,5.817862778,4.794537184,44.75883177,0.0,29.83185901,59.62326359,12.67037034,-3.669578273,28.82836088,30.64041772,33,4,9,0,0,0,2,1,3,7,4,10,7,0,0,0,3,3.5003461014268713,-2.2580621541643904,0.5555343832323294,0
02ADI22-072-015,02ADI22-072-015,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Completed & Stored,,,,0.1,F3L,7.24,2.0,5.1,47.10%,100%,,,468.583,468.1943598,2.996,4,9,139.1,0.2571,9,0.397322744,440.359,3.37682,129.1913,0.260869565,174,0.240616949,-0.369390202,1.03030303,1.785456739,1251.933518,-3.5,11317921.67,9.552631579,193.4512575,5.817862778,4.794537184,39.07144549,5.733667477,29.83185901,59.62326359,12.65956289,-3.666990298,17.45358833,25.32362911,33,5,9,0,0,0,2,1,3,7,4,10,8,0,0,0,3,-4.79995840141107,-1.3086814403846563,1.1546330530415339,2
02ADI22-072-015_S2,02ADI22-072-015,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Cancelled,,,,0.1,,,,,0.00%,,,,468.583,468.1943598,2.996,4,9,139.1,0.2571,9,0.397322744,440.359,3.37682,129.1913,0.260869565,174,0.240616949,-0.369390202,1.03030303,1.785456739,1251.933518,-3.5,11317921.67,9.552631579,193.4512575,5.817862778,4.794537184,39.07144549,5.733667477,29.83185901,59.62326359,12.65956289,-3.666990298,17.45358833,25.32362911,33,5,9,0,0,0,2,1,3,7,4,10,8,0,0,0,3,-5.800354217856747,-1.2599102065958023,1.2868976656832771,2
02ADI22-072-016,02ADI22-072-016,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Completed & Stored,,,,0.1,F3L,15.32,1.0,21.8,96.80%,100%,,,462.579,462.1837951,3.818,3,8,108.9,0.1944,7,0.373949778,436.371,4.89722,131.5939,0.208333333,170,0.240616949,-0.339811902,0.878787879,1.570487223,1414.158226,-3.56,18635100.47,8.760741823,193.121273,5.817862778,4.983978521,44.06719069,0.0,28.9086578,71.88647423,12.69091833,-3.649940201,17.45358833,30.30760764,33,3,8,0,0,0,2,2,4,7,3,9,6,0,0,0,4,-4.085150100587989,-1.1498804760327244,1.4724811372198543,2
02ADI22-072-016_S2,02ADI22-072-016,Gemini LpH,HLB,HLB/Gemini LpH,True,,In progress,Completed & Stored,,,,0.1,F4L,18.4,1.0,10.0,34.80%,100%,,,462.579,462.1837951,3.818,3,8,108.9,0.1944,7,0.373949778,436.371,4.89722,131.5939,0.208333333,170,0.240616949,-0.339811902,0.878787879,1.570487223,1414.158226,-3.56,18635100.47,8.760741823,193.121273,5.817862778,4.983978521,44.06719069,0.0,28.9086578,71.88647423,12.69091833,-3.649940201,17.45358833,30.30760764,33,3,8,0,0,0,2,2,4,7,3,9,6,0,0,0,4,3.5898855920183217,-4.01931263483107,-1.5189252245947582,0
02ADI22-072-016_S3,02ADI22-072-016,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Completed & Shipped,,,,0.1,F3L,15.71,1.0,16.1,0.00%,93%,,,462.579,462.1837951,3.818,3,8,108.9,0.1944,7,0.373949778,436.371,4.89722,131.5939,0.208333333,170,0.240616949,-0.339811902,0.878787879,1.570487223,1414.158226,-3.56,18635100.47,8.760741823,193.121273,5.817862778,4.983978521,44.06719069,0.0,28.9086578,71.88647423,12.69091833,-3.649940201,17.45358833,30.30760764,33,3,8,0,0,0,2,2,4,7,3,9,6,0,0,0,4,17.66515321114578,6.377710970641663,6.7956757586755945,1
02ADI22-072-016_S4,02ADI22-072-016,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Cancelled,,,,0.1,,,,,0.00%,,,,462.579,462.1837951,3.818,3,8,108.9,0.1944,7,0.373949778,436.371,4.89722,131.5939,0.208333333,170,0.240616949,-0.339811902,0.878787879,1.570487223,1414.158226,-3.56,18635100.47,8.760741823,193.121273,5.817862778,4.983978521,44.06719069,0.0,28.9086578,71.88647423,12.69091833,-3.649940201,17.45358833,30.30760764,33,3,8,0,0,0,2,2,4,7,3,9,6,0,0,0,4,-4.79565459786859,-0.9922911863528127,1.6850401144325255,2
00YRP22-079-011,00YRP22-079-011,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Completed & Stored,,,,0.1,F3L,18.57,1.0,8.0,5.00%,100%,,,403.461,403.1808385,3.639,2,6,64.0,0.1471,5,0.466523718,381.285,5.4091,116.0254,0.217391304,152,0.209496532,-0.381288975,0.866666667,1.570623129,1154.947176,-3.45,15242189.86,8.119281122,173.2833684,17.15178434,4.567099648,34.30485255,0.0,27.74882062,66.73003775,14.26595071,-0.317151761,24.84948948,15.20067686,30,2,6,0,1,1,2,2,4,6,2,7,5,0,1,1,5,-5.180483751856143,0.2522966044803776,1.9730337998740262,2
00YRP22-079-011_S2,00YRP22-079-011,Gemini LpH,HLB,HLB/Gemini LpH,True,,In progress,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Below purity threshold,0.1,F4L,13.57,1.0,2.0,0.00%,87%,,,403.461,403.1808385,3.639,2,6,64.0,0.1471,5,0.466523718,381.285,5.4091,116.0254,0.217391304,152,0.209496532,-0.381288975,0.866666667,1.570623129,1154.947176,-3.45,15242189.86,8.119281122,173.2833684,17.15178434,4.567099648,34.30485255,0.0,27.74882062,66.73003775,14.26595071,-0.317151761,24.84948948,15.20067686,30,2,6,0,1,1,2,2,4,6,2,7,5,0,1,1,5,-2.7635769193123503,-1.3186618331215674,0.5997111988590808,2
00YRP22-079-020,00YRP22-079-020,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Terminated,Challenges of Sample/Chemistry,DA/NMR QC,Decomposition (no SM or COI observed),0.1,F3L,18.68,3.0,1.7,2.30%,0%,,,436.491,436.2023023,3.824,2,8,90.03,0.1667,6,0.411188918,411.291,5.5205,120.1754,0.347826087,166,0.300002823,-0.431621968,1.03125,1.531724417,1228.437678,-3.46,35558194.27,8.583164147,184.3921719,23.41494733,9.883888252,34.63212498,0.0,32.73279914,47.07851634,14.30729668,-0.33495469,42.32918819,29.46503013,32,2,8,0,1,1,1,3,4,8,2,9,6,0,1,1,5,-2.150977873738525,-1.3228366316364026,-1.2508014686764362,2
00YRP22-079-021,00YRP22-079-021,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),Insufficent volume to perform QC,0.1,F3L,10.16,3.0,1.0,0.00%,,submitted LpH but HpH wouldve been better,,436.491,436.2023023,3.824,2,8,90.03,0.1667,6,0.411188918,411.291,5.5205,120.1754,0.347826087,166,0.300000704,-0.428237844,1.0625,1.531724417,1228.437678,-3.46,35558194.27,8.583164147,184.3921719,22.91203176,9.883888252,34.63212498,0.0,32.73279914,47.01219692,14.30729668,-0.33495469,42.32918819,15.61755573,32,2,8,0,1,1,1,3,4,8,2,9,6,0,1,1,5,-2.0875717657862656,-1.1971147891581924,0.434318233399966,2
00YRP22-079-025,00YRP22-079-025,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,QC Analysis,,,,0.1,F3L,11.23,1.0,8.5,0.00%,,,,445.405,445.1474075,2.933,2,9,102.9,0.1667,6,0.439177627,427.261,4.7297,108.8384,0.3,166,0.32093273,-0.401590734,1.0,1.531724417,1237.144445,-3.67,35558194.27,8.458012857,179.1814601,17.15178434,9.883888252,34.63212498,0.0,37.94618424,40.81535335,14.24804619,-2.865318198,41.8312302,30.79889787,32,2,9,0,1,1,1,3,4,9,2,12,6,0,1,1,5,-4.071141221604689,-2.3483221846512095,0.8255977196550117,2
00YRP22-079-033,00YRP22-079-033,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,QC Analysis,,,,0.1,F3L,14.48,1.0,2.0,0.00%,,,,454.531,454.1587232,3.209,2,8,86.12,0.1944,7,0.405823265,431.347,5.012,122.4104,0.318181818,166,0.209496532,-0.381288975,1.15625,1.517316218,1220.335652,-3.08,39616141.31,9.190719637,187.9868091,17.15178434,4.567099648,45.08581063,0.0,39.84259668,42.59504598,14.30812458,-0.329600641,37.27423423,20.18465538,32,2,8,0,1,1,1,3,4,9,2,10,7,0,1,1,5,-2.0052597933827916,4.853010063814779,-3.085997576647866,3
00YRP22-079-035,00YRP22-079-035,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,QC Analysis,,,,0.1,F3L,9.32,1.0,4.0,0.00%,,remake final QC to confirm purity,,464.57,464.1794586,4.461,2,7,76.89,0.1579,6,0.361650446,439.37,6.05142,128.4094,0.375,170,0.209496532,-0.381288975,1.0,1.377160573,1307.778217,-3.04,84306478.58,8.385608969,194.5973169,17.15178434,4.567099648,45.08581063,0.0,32.73279914,36.39820241,14.35589983,-0.315736116,30.76739553,22.12441406,33,2,7,1,1,2,1,3,4,8,2,9,6,1,1,2,6,5.763928464693707,-1.4252683923382063,-1.9909527679453989,0
00YRP22-086-002,00YRP22-086-002,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,QC Analysis,,,,0.1,F3L,28.05,1.0,25.0,46.80%,100%,,,431.443,431.1027658,4.098,2,6,71.84,0.2424,8,0.463123021,415.315,4.7287,108.7969,0.15,154,0.405869986,-0.344806515,1.133333333,1.442922181,1170.125204,-3.4,7806438.795,8.149617036,172.9436683,12.3691609,4.794537184,38.279531,0.0,26.61853494,60.92462369,12.60482533,-4.358969232,10.69500997,20.60153425,30,2,6,0,0,0,2,2,4,6,2,10,6,0,0,0,4,-4.075957329821886,-1.8518741894785093,0.9067994161295927,2
00YRP22-086-003,00YRP22-086-003,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,QC Analysis,,,,0.1,F3L/F1S,12.36,1.0,20.2,39.60%,100%,,,431.443,431.1027658,4.18,2,6,71.84,0.2121,7,0.479639341,415.315,4.7222,108.7249,0.15,154,0.435007221,-0.347825115,1.166666667,1.486936636,1200.351664,-3.4,7118557.533,7.788260371,172.9121219,0.0,9.476340119,38.279531,7.047671983,20.67164299,54.72778012,13.04213437,-4.578349404,10.69500997,20.71623754,30,2,6,0,0,0,2,2,4,6,2,10,5,0,0,0,4,-4.071141221604689,-2.3483221846512095,0.8255977196550117,2
00YRP22-086-004,00YRP22-086-004,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,QC Analysis,,,,0.1,F3L/F1S,12.86,1.0,17.0,25.50%,,,,429.427,429.0871157,4.262,2,6,79.8,0.2121,7,0.477412199,415.315,4.7787,107.5489,0.1,152,0.432970982,-0.344737091,1.033333333,1.456826437,1193.999012,-3.53,7653697.71,8.070818917,172.3792423,11.51833249,4.794537184,38.279531,0.0,20.85911529,60.79414719,12.73214015,-4.565080343,10.69500997,25.58551277,30,2,6,0,0,0,2,2,4,6,2,10,5,0,0,0,4,-2.873455750997624,-1.745275618390646,1.9938215679453049,2
00YRP22-086-005,00YRP22-086-005,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,QC Analysis,,,,0.1,F3L/F1S,11.77,1.0,11.0,37.10%,100%,,,431.443,431.1027658,4.18,2,6,71.84,0.2121,7,0.479639341,415.315,4.7222,108.7249,0.15,154,0.432526567,-0.34631169,1.133333333,1.456269173,1200.351664,-3.4,7149231.268,7.788260371,172.9121219,5.693927995,9.476340119,38.279531,7.047671983,20.67164299,54.59730362,12.85575126,-4.493344232,10.69500997,20.71623754,30,2,6,0,0,0,2,2,4,6,2,10,5,0,0,0,4,-2.751076861126647,-1.3086474337174405,0.5834863669448896,2
00YRP22-086-006,00YRP22-086-006,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,QC Analysis,,,,0.1,F3L/F1S,12.9,1.0,16.0,0.00%,,,,431.443,431.1027658,4.18,2,6,71.84,0.2121,7,0.479639341,415.315,4.7222,108.7249,0.15,154,0.434671253,-0.346397936,1.133333333,1.463409227,1200.351664,-3.4,7252993.341,7.788260371,172.9121219,0.0,9.476340119,38.279531,7.047671983,20.67164299,54.59730362,12.75991793,-4.525080343,10.69500997,20.71623754,30,2,6,0,0,0,2,2,4,6,2,10,5,0,0,0,4,18.781151034744333,5.32672293732266,8.803110974934244,1
00YRP22-086-007,00YRP22-086-007,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,Weigh & Reformatting,,,,0.1,F3L/F1S,10.41,2.0,,51.80%,,,,431.443,431.1027658,4.18,2,6,71.84,0.2121,7,0.479639341,415.315,4.7222,108.7249,0.15,154,0.419266843,-0.346381028,1.166666667,1.495323629,1200.351664,-3.4,7335940.036,7.788260371,172.9121219,0.0,9.476340119,38.279531,7.047671983,20.67164299,54.72778012,13.06463437,-4.529738293,10.69500997,20.71623754,30,2,6,0,0,0,2,2,4,6,2,10,5,0,0,0,4,-1.2950383517233126,-0.5887846558704606,1.3464666578428925,2
00YRP22-086-008,00YRP22-086-008,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,QC Analysis,,,,0.1,F3L,12.89,1.0,22.2,0.00%,99%,,,428.439,428.0918668,4.065,2,5,66.91,0.2121,7,0.447707005,413.319,5.3837,109.7539,0.095238095,152,0.417722245,-0.347942773,1.066666667,1.488869476,1191.808548,-3.46,7733860.522,8.113218276,173.1595943,0.0,9.778515705,38.279531,0.0,15.87513677,66.99099076,13.06463437,-4.529738293,10.69500997,20.60153425,30,2,5,0,0,0,2,2,4,5,2,9,5,0,0,0,4,-4.936327657208707,-1.899707496821431,0.363359659931694,2
00YRP22-086-009,00YRP22-086-009,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,Weigh & Reformatting,,,,0.1,F3L/F1S,15.58,3.0,,0.00%,,,,432.431,432.0980148,3.695,2,7,84.73,0.2121,7,0.495733802,417.311,4.1172,106.5199,0.157894737,154,0.434487784,-0.346231567,1.166666667,1.488043365,1202.179468,-3.47,7232459.64,7.747124243,172.1002235,5.693927995,4.794537184,38.279531,7.047671983,25.88502809,48.53093655,13.0979677,-4.609113293,20.89351362,25.92962263,30,2,7,0,0,0,2,2,4,7,2,11,5,0,0,0,4,2.559324517084006,-3.1137145615334516,-1.8235570685396947,0
00YRP22-086-011,00YRP22-086-011,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,Weigh & Reformatting,,,,0.1,F3L/F1S,29.68,1.0,,0.00%,,,,376.441,376.0993968,2.6,3,6,86.88,0.2,6,0.496073411,360.313,3.6582,107.5776,0.05,134,0.252422395,-0.347750565,1.074074074,1.497642906,1151.335424,-3.45,2476419.935,7.427133197,158.4595681,0.0,9.589074368,38.279531,0.0,15.87513677,71.65505144,12.41604801,-0.230442946,11.12690298,20.60153425,27,3,6,0,0,0,2,2,4,5,3,7,5,0,0,0,4,-4.140702231207643,-1.719229126667477,1.3424409152731025,2
00YRP22-086-012,00YRP22-086-012,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,Weigh & Reformatting,,,,0.1,F3L,11.33,1.0,,0.00%,,,,375.457,375.1153812,3.525,2,6,79.8,0.2,6,0.54963205,358.321,4.06832,107.2839,0.1,134,0.251151289,-0.34638106,1.074074074,1.479272338,1093.941283,-3.32,2387819.359,7.508268895,159.8826361,6.327320075,4.794537184,38.279531,0.0,20.85911529,60.92462369,12.45851778,-0.139690867,12.1082079,25.58551277,27,2,6,0,0,0,2,2,4,6,2,7,5,0,0,0,4,-1.1725812014772894,5.3254448725085375,-2.3932312119511083,3
00YRP22-086-015,00YRP22-086-015,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Weigh & Reformatting,,,,0.1,F3L,15.9,3.0,,0.00%,,"2nd offline injection, collected 26mL, added to first 3 collected fractions",,364.43,364.0993968,3.622,2,6,80.05,0.2069,6,0.552818178,348.302,4.26632,101.7549,0.105263158,130,0.251264726,-0.444094716,1.192307692,1.484603414,1055.794403,-3.19,1590412.087,6.970568367,153.4573174,5.760247419,4.794537184,38.279531,0.0,15.87513677,59.14493106,12.35435111,-0.172479983,11.45417541,20.60153425,26,2,6,0,0,0,2,2,4,6,2,7,5,0,0,0,4,3.5595902221679396,-1.296105597287242,-2.198790838872411,0
00YRP22-086-016,00YRP22-086-016,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,Weigh & Reformatting,,,,0.1,F3L/F1S,9.79,1.0,,0.00%,,,,365.418,365.0946457,3.208,2,7,92.94,0.2069,6,0.56056864,350.298,3.66132,99.5499,0.111111111,130,0.251208787,-0.344599688,1.153846154,1.484603414,1057.836735,-3.26,1590412.087,6.927854212,152.6283217,0.0,4.794537184,38.279531,0.0,21.03180003,53.05403148,12.33762775,-0.194146649,17.27857991,25.75819751,26,2,7,0,0,0,2,2,4,7,2,8,5,0,0,0,4,7.876458517020977,0.24896804142459314,-1.1939226893493586,0
00YRP22-086-017,00YRP22-086-017,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,PurLCMS,,,,0.1,F3L/F1S,,,,0.00%,,,,353.447,353.1197978,2.828,3,5,74.25,0.2143,6,0.655815649,334.295,3.5406,100.4087,0.263157895,128,0.250841774,-0.393107126,1.2,1.448991954,888.0804135,-2.44,696555.5311,6.818402003,149.2694749,0.0,4.794537184,38.279531,5.917906046,28.64640844,48.53093655,12.30716857,-0.188906562,18.02611394,15.61755573,25,3,5,1,0,1,2,1,3,5,3,6,5,1,0,1,4,-5.626534432658871,-0.36460555954223517,2.3833412028789893,2
00YRP22-086-018,00YRP22-086-018,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,PurLCMS,,,,0.1,F3L/F1S,,,,0.00%,,,,379.51,379.0813042,4.334,2,4,54.02,0.2069,6,0.49203033,362.374,5.33982,109.5709,0.1,130,0.251098815,-0.347930347,1.115384615,1.484603414,1053.311576,-2.7,1590412.087,7.271875022,159.0837034,0.0,4.794537184,49.61631687,0.0,10.89115825,59.97736639,12.42719691,-0.067850353,12.1082079,33.98772277,26,2,4,0,0,0,2,2,4,5,2,6,5,0,0,0,4,0.2867251237025007,5.076598300269672,-1.0907006453811152,3
00YRP22-086-020,00YRP22-086-020,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,PurLCMS,,,,0.1,F3L/F1S,,,,0.00%,,,,351.475,351.1405333,4.422,2,4,54.02,0.2143,6,0.68294336,330.307,4.9599,103.6359,0.3,128,0.250851309,-0.351491239,1.2,1.484284493,899.7050825,-2.4,658301.5752,6.48354459,150.8401832,0.0,4.794537184,38.279531,5.414990469,17.43591466,48.53093655,12.43036443,0.000919961,5.563451492,22.54129293,25,2,4,1,0,1,2,1,3,4,2,5,5,1,0,1,4,0.07855895556909805,7.32346851226582,-0.37098539792822927,3
00YRP22-086-021,00YRP22-086-021,LunaOmega LpH,MCX,MCX/LunaOmega_LowpH,True,,In progress,PurLCMS,,,,0.1,F3L/F4S,,,,0.00%,,,,364.43,364.0993968,3.622,2,6,80.05,0.2069,6,0.552818178,348.302,4.26632,101.7549,0.105263158,130,0.251153188,-0.448954323,1.153846154,1.484603414,1055.794403,-3.19,1590412.087,6.970568367,153.4573174,6.263162996,4.794537184,38.279531,0.0,15.87513677,59.21125048,12.36540553,-0.154146649,23.69285981,20.60153425,26,2,6,0,0,0,2,2,4,6,2,7,5,0,0,0,4,-0.9093882509926856,6.862561467198079,-0.7736111419005913,3
00YRP22-086-022,00YRP22-086-022,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,PurLCMS,,,,0.1,F3L,,,,0.00%,,,,380.498,380.0765531,3.903,2,5,66.91,0.2069,6,0.524971057,364.37,4.73482,107.3659,0.105263158,130,0.251179798,-0.345522811,1.115384615,1.484603414,1055.794403,-2.77,1590412.087,7.228586438,158.3033514,5.007623697,4.794537184,49.61631687,0.0,15.87513677,54.72778012,12.4006474,-0.105813316,12.1082079,20.60153425,26,2,5,0,0,0,2,2,4,6,2,7,5,0,0,0,4,-2.0052597933827916,4.853010063814779,-3.085997576647866,3
00YRP22-086-023,00YRP22-086-023,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,PurLCMS,,,,0.1,F3L/F1S,,,,0.00%,,,,367.474,367.1354479,3.736,2,5,63.25,0.2414,7,0.68550661,346.306,4.1947,105.1989,0.3,134,0.250841774,-0.381436346,1.230769231,1.40922668,903.8201104,-2.44,1163034.261,7.433364704,155.9537285,0.0,4.794537184,38.279531,5.917906046,30.64967859,48.53093655,12.40795946,-0.028948709,24.13008033,15.61755573,26,2,5,1,0,1,2,1,3,5,2,6,6,1,0,1,4,-4.79565459786859,-0.9922911863528127,1.6850401144325255,2
00YRP22-086-024,00YRP22-086-024,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,PurLCMS,,,,0.1,F3L/F1S,,,,96.40%,,,,409.461,409.1060396,4.621,2,4,54.02,0.2188,7,0.416379241,392.325,5.9075,111.9139,0.090909091,146,0.263359641,-0.347961083,1.0,1.456463548,1145.233477,-3.32,5922046.547,8.362702804,169.7744109,0.0,4.794537184,38.279531,0.0,10.89115825,72.79640482,12.80158459,-2.529556888,11.12690298,15.61755573,29,2,4,0,0,0,3,1,4,4,2,7,6,0,0,0,4,-1.8210927091184779,7.69489248745655,-5.092079310097073,3
00YRP22-084-005,00YRP22-084-005,Gemini LpH,MCX,MCX/Gemini LpH,True,,In progress,Completed & Stored,,,,0.1,F3L/F1S,11.33,2.0,16.2,31.00%,99%,,,579.448,578.134842,2.947,1,11,133.0,0.1778,8,0.372590898,555.256,4.31268,147.1747,0.333333333,204,0.27483207,-0.477964896,1.025,1.429699506,1654.666431,-4.14,2205265355.0,10.79039627,238.8059579,11.81873315,14.68775618,45.91916417,0.0,72.58775041,30.85374135,13.87691848,-0.381303236,52.87672902,20.16532066,40,1,11,0,2,2,1,3,4,8,1,13,5,0,1,1,6,4.012492400502396,-3.764846002630457,-1.3144741560552184,0
