SAMPLE_ID,STRUCTURE_ID,MEASURABLE?,SAMPLE_STATUS,SAMPLE_CURRENT_STATUS,TERMINATION_CAUSE,TERMINATION_STEP,TERMINATION_DETAILS,RXN_CHEMISTRY_TYPE,REACTION_SCALE_(mmol),SYNTHESIS_COMMENTS,PREFERRED_LCMS_METHOD,SPE_METHOD,SELECTED_FRACTIONS,VOLUME_COLLECTED_(mL),TOTAL_FRACTIONS_COLLECTED,RECOVERED_SAMPLE_DRY_MASS_(mg),PERCENT_YIELD,%_PURITY_(BY_LCMS),PURIFICATION_COMMENTS,
00YRP22-089-001,00YRP22-089-001,,In progress,Awaiting materials,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-089-002,00YRP22-089-002,,In progress,Awaiting materials,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-089-003,00YRP22-089-003,,In progress,Awaiting materials,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-089-004,00YRP22-089-004,,In progress,Awaiting materials,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-089-005,00YRP22-089-005,,In progress,Awaiting materials,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-089-006,00YRP22-089-006,,In progress,Awaiting materials,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-089-007,00YRP22-089-007,,In progress,Awaiting materials,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-089-008,00YRP22-089-008,,In progress,Awaiting materials,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-089-009,00YRP22-089-009,,In progress,Awaiting materials,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-089-010,00YRP22-089-010,,In progress,Awaiting materials,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-091-001,00YRP22-091-001,,In progress,Synthesis,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-091-002,00YRP22-091-002,,In progress,Synthesis,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-091-003,00YRP22-091-003,,In progress,Synthesis,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-091-004,00YRP22-091-004,,In progress,Synthesis,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-091-005,00YRP22-091-005,,In progress,Synthesis,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-091-006,00YRP22-091-006,,In progress,Synthesis,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-091-007,00YRP22-091-007,,In progress,Synthesis,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-091-008,00YRP22-091-008,,In progress,Synthesis,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-091-009,00YRP22-091-009,,In progress,Synthesis,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
00YRP22-091-010,00YRP22-091-010,,In progress,Awaiting materials,Materials unavailable,Material(s) Procurement,Materials have long lead time,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
STD-2022-TLN-154,STD-2022-TLN-145,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,,0.1,,Gemini LpH,,,,,,0.00%,,,
STD-2022-TLN-155,STD-2022-TLN-145,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LC system/solvent issues,,0.1,,Gemini LpH,,,,,,0.00%,,,
00YRP22-091-001_S2,00YRP22-091-001,,In progress,Synthesis,,,,acylsulfonylureas,0.1,,,,,,,,0.00%,,,
STD-2022-TLN-156,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Gemini LpH,,,9.4,1,,0.00%,,,
STD-2022-TLN-157,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Gemini LpH,,,12.39,1,,0.00%,,,
STD-2022-TLN-158,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Xbridge HpH,,,7.85,2,,0.00%,,,
STD-2022-TLN-159,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Xbridge HpH,,,12.82,1,,0.00%,,,
STD-2022-TLN-160,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Gemini LpH,,,9.7,1,,0.00%,,,
STD-2022-TLN-161,STD-2022-TLN-145,,In progress,Repurification,,,,,0.1,,Gemini LpH,,,,1,,0.00%,,,
STD-2022-TLN-161,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Gemini LpH,,,12.3,1,,5.40%,,,
00YRB22-059-005_S3,00YRB22-059-005,,In progress,QC Analysis,,,,amide coupling,0.4,,LunaOmega_LowpH,MCX,F3L/F1S,12,1,10.8,4.20%,,"2nd offline injection, ~1mL left in vial post-SAP6. 2nd collected fraction combined into first",
00YRB22-059-066_S3,00YRB22-059-066,,In progress,QC Analysis,,,,amide coupling,0.4,,Gemini LpH,MCX,F3L,10.26,2,8,19.30%,,,
00YRB22-059-078_S3,00YRB22-059-078,,In progress,QC Analysis,,,,amide coupling,0.4,,Gemini LpH,MCX,F3L,14.37,1,33,0.00%,,,
STD-2022-TLN-162,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Gemini LpH,,,27.59,2,,0.00%,,2 STDs worth of collected fractions due to dual injection of STD. ,
STD-2022-TLN-163,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Xbridge HpH,,,12.34,1,,0.00%,,2 STDs worth of collected fractions due to dual injection of STD. ,
STD-2022-TLN-164,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Xbridge HpH,,,9.21,1,,0.00%,,2 STDs worth of collected fractions due to dual injection of STD. ,
00YRP22-074-022_S2,00YRP22-074-022,,In progress,Synthesis,,,,sulfonylurea formation,0.1,,Gemini LpH,HLB,,,,,0.00%,,,
STD-2022-TLN-165,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Gemini LpH,HLB,,7.84,1,,0.00%,,2 STDs worth of collected fractions due to dual injection of STD. ,
STD-2022-TLN-166,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Gemini LpH,HLB,,12.03,1,,0.00%,,2 STDs worth of collected fractions due to dual injection of STD. ,
STD-2022-TLN-167,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Gemini LpH,HLB,,10.7,1,,0.00%,,2 STDs worth of collected fractions due to dual injection of STD. ,
STD-2022-TLN-168,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Gemini LpH,HLB,,7.08,1,,0.00%,,2 STDs worth of collected fractions due to dual injection of STD. ,
STD-2022-TLN-169,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Xbridge HpH,HLB,,12.13,1,,0.00%,,2 STDs worth of collected fractions due to dual injection of STD. ,
STD-2022-TLN-170,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Xbridge HpH,HLB,,6.39,1,,0.00%,,2 STDs worth of collected fractions due to dual injection of STD. ,
STD-2022-TLN-171,STD-2022-TLN-145,,In progress,Weigh & Reformatting,,,,,0.1,,Gemini LpH,HLB,,12.27,1,,0.00%,,2 STDs worth of collected fractions due to dual injection of STD. ,
STD-2022-TLN-172,STD-2022-TLN-145,,Failed,Terminated,System/Automation Error,,,,0.1,,Gemini LpH,HLB,,0,0,,0.00%,,2 STDs worth of collected fractions due to dual injection of STD. ,
STD-2022-TLN-173,STD-2022-TLN-145,,In progress,PurLCMS,,,,,0.1,,Gemini LpH,HLB,,13.93,,,35.46%,,2 STDs worth of collected fractions due to dual injection of STD. ,
STR1-PE00002-008,STR1-PE00002-008,TRUE,,,,,,Urea formation,0.1,,,HLB,F3S/F4L,17.9,1,,35.10%,0.64335878,0.981,
STR1-PE00002-009,STR1-PE00002-009,TRUE,,,,,,Urea formation,0.1,,,HLB,F3S/F4L,,1,,0.00%,0.635194258,0.986,
STR1-PE00002-010,STR1-PE00002-010,,,,,,,Urea formation,0.1,,,HLB,F4L,12.1,,,39.77%,,,"SAP4 aborted run via automation due to WinLissy software failure after SPE motor error caused by sample (STR1-PE2-1) crashing out of solution during aqueous wash step.Sample solution components precipitated after sample load onto statiory phase during the wash steps (1% water on HLB method).  Precipitate caused pipetting motor fault which caused system to abort (initial error messages allowed ""Ignore"" only; led to ""Abort"" as only option; method would not continue.
Recover of COI from cartridge done offline: 
1)~2mL of DCM, followed by ~5mL Methanol added to column headspace containing precipitated solution.  Sample gently stirred with glass pipette to mix.  
2) The top of cart was sealed with rubber septa and using Nitrogen gas @~1-2psi, the septa was pierced with needle supplying gas and eluent was collected into D2 vial. 
3) Due to liquid-liquid separation of organic and aqueous layers in the eluent vial, the aqueous layer was hand pipetted out of vial to obtain and aqueous fraction and organic fraction.  Aqueous layer was white, cloudy suspension ~2mL; Organic layer was yellow, transparent, ~2mL
4) 5uL aliquots of each layer was added to 35uL of methanol in HPLC vials.  Samples submitted to SAP5 for LCMS alysis and COI location determition. 
5) D2 vials with separated fractions placed under positive pressure nitrogen evaporation station in hood offline"
STR1-PE00002-011,STR1-PE00002-011,TRUE,,,,,,Urea formation,0.1,,,HLB,F3S/F4L,16.68,1,,19.11%,0.7366263,0.973,
STR1-PE00002-012,STR1-PE00002-012,TRUE,,,,,,Urea formation,0.1,,,HLB,F3L/F4S,26.17,1,,36.80%,0.39674256,0.68,
STR1-PE00002-014,STR1-PE00002-014,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,16.91,2,,2.51%,0.74518738,0.963,
STR1-PE00002-015,STR1-PE00002-015,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,21.95,1,,27.80%,0.5184456,0.887,
STR1-PE00002-016,STR1-PE00002-016,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L/F4S,14.88,2,,19.35%,0.56595773,0.859,
STR1-PE00002-017,STR1-PE00002-017,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,,1,,0.00%,0.393926167,0.872,
EE3-E19379-042,EE3-E19379-042,,,,,,,SN1 glycosidation,0.4,,,HLB,F5,,,,0.00%,,,
STR1-PE00002-018,STR1-PE00002-018,,,,,,,Urea formation,0.1,,,HLB,,,,,0.00%,,,"1/28: SAP4 aborted run via automation due to WinLissy software failure after SPE motor error caused by sample (STR1-PE2-22) crashing out of solution during aqueous wash step This sample was in process of SPE fractiotion. Low sample volume in completed fractions indicate possible obstruction on cartridge (poor aqueous solubility likely cause).
Solution on headspace of cartridge transferred to F1 D2 vial.
1 mL of 8/2 ACN/MeOH added to SPE cartridge and pushed thru into F2 D2 vial.
1 mL of 1/1 ACN/DCM added to SPE cartridge and pushed thru into F3 D2 vial.
1 mL of 1/1 ACN/DCM added to SPE cartridge and pushed thru into F4 D2 vial.
D2 vials with recovered fractions placed under positive pressure nitrogen evaporation station in hood offline. 
1/29: 1mL DMSO added to each evaporated D2 vial to dissolve contents.  5uL of solution added to 35uL Methanol in HPLC vial.
HPLC aliquots created manually and run through SCLE for COI fraction determition."
STR1-PE00002-019,STR1-PE00002-019,,,,,,,Urea formation,0.1,,,HLB,,,,,0.00%,,,
STR1-PE00002-020,STR1-PE00002-020,,,,,,,Urea formation,0.1,,,HLB,,,,,0.00%,,,
STR1-PE00002-021,STR1-PE00002-021,,,,,,,Urea formation,0.1,,,HLB,,,,,0.00%,,,
STR1-PE00002-022,STR1-PE00002-022,,,,,,,Urea formation,0.1,,,HLB,,13.57,,,28.87%,,,"1/28: SAP4 aborted run via automation due to WinLissy software failure after SPE motor error caused by this sample (STR1-PE2-22) crashing out of solution during aqueous wash step This sample was in process of SPE fractiotion.
Solution on headspace of cartridge transferred to F1 D2 vial.
1 mL of 8/2 ACN/MeOH added to SPE cartridge and pushed thru into F2 D2 vial.
1 mL of 1/1 ACN/DCM added to SPE cartridge and pushed thru into F3 D2 vial.
1 mL of 1/1 ACN/DCM added to SPE cartridge and pushed thru into F4 D2 vial.
D2 vials with recovered fractions placed under positive pressure nitrogen evaporation station in hood offline. 
1/29: 1mL DMSO added to each evaporated D2 vial to dissolve contents.  5uL of solution added to 35uL Methanol in HPLC vial.
HPLC aliquots created manually and run through SCLE for COI fraction determition."
STR1-PE00002-023,STR1-PE00002-023,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,16.63,1,,35.51%,0.5637767,0.987,
STR1-PE00002-024,STR1-PE00002-024,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L/F4S,14.59,1,,28.25%,0.7853753,0.942,
STR1-PE00002-025,STR1-PE00002-025,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,12.28,1,,34.69%,0.568183829,0.9,
STR1-PE00002-026,STR1-PE00002-026,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L/F4S,12.85,1,,28.86%,0.714993273,0.963,
STR1-PE00002-027,STR1-PE00002-027,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,11.86,1,,3.68%,0.575812993,0.972,
STR1-PE00002-028,STR1-PE00002-028,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,13.2,1,,33.63%,0.629749937,0.967,
STR1-PE00002-029,STR1-PE00002-029,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L/F4S,12.77,1,,36.38%,0.71376463,0.99,
STR1-PE00002-030,STR1-PE00002-030,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L/F4S,9.73,1,,29.42%,0.731727838,1,
STR1-PE00002-031,STR1-PE00002-031,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,7,1,,5.51%,0.63793562,1,
STR1-PE00002-032,STR1-PE00002-032,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,15.58,2,,2.93%,0.116197293,0.966,"Ops would have RunNextMethod if to intervene, but did not. Closely eluting impurity"
STR1-PE00002-033,STR1-PE00002-033,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L/F4S,12.63,1,,27.65%,0.3985674,0.938,Need to sonicate SPE fraction that is going to run prep before submitting for prep. 
STR1-PE00002-034,STR1-PE00002-034,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L/F4S,16.23,1,,35.27%,0.618315664,0.928,
STR1-PE00002-035,STR1-PE00002-035,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,12.54,1,,26.60%,0.68593535,1,
STR1-PE00002-036,STR1-PE00002-036,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L ,14.52,1,,3.70%,0.47196186,0.96,
STR1-PE00002-037,STR1-PE00002-037,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,15.24,1,,29.82%,0.617214593,0.943,
STR1-PE00002-038,STR1-PE00002-038,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,1.18,1,,19.20%,0.6773815,1,
STR1-PE00002-039,STR1-PE00002-039,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L/F4S,11.71,1,,4.68%,0.37781986,1,
STR1-PE00002-040,STR1-PE00002-040,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,12.19,1,,27.70%,0.1327178,0.943,
STR1-PE00002-041,STR1-PE00002-041,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,11.55,1,,3.94%,0.563914979,0.96,
STR1-PE00002-042,STR1-PE00002-042,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,11.97,1,,2.80%,0.62987479,0.947,
STR1-PE00002-043,STR1-PE00002-043,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,13.38,1,,19.76%,0.39969921,0.973,
STR1-PE00002-044,STR1-PE00002-044,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,12.34,1,,27.20%,0.39272219,0.91,
STR1-PE00002-045,STR1-PE00002-045,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,,1,,0.00%,0.566227742,0.986,
STR1-PE00002-047,STR1-PE00002-047,,,,,,,Urea formation,0.1,,,MCX,,13.35,,,27.74%,,,"SAP4 broke MRV when crimping cap/transfered to new MRV and continued the run. Rerun SPE aliquot F3 due to an SAP5 error. no COI found, Crude showed very little"
STR1-PE00002-048,STR1-PE00002-048,TRUE,,,,,,Urea formation,0.1,,,MCX,F3L,38.45,1,,23.60%,0.6147671,0.952,
BTY-E19840-006,BTY-E19840-006,TRUE,,,,,,HATU Coupling,0.1,,,MCX,F1L/F2S,16.6,2,,24.94%,0.737292636,0.953,
BTY-E19840-007,BTY-E19840-007,TRUE,,,,,,HATU Coupling,0.1,,,MCX,F1L/F2S,15.59,1,,17.61%,0.8228363,0.986,
BTY-E19840-008,BTY-E19840-008,TRUE,,,,,,HATU Coupling,0.1,,,MCX,F1L/F2S,1.35,2,,7.90%,0.45699456,0.977,
BTY-E19840-009,BTY-E19840-009,TRUE,,,,,,HATU Coupling,0.1,,,MCX,F3L,11.68,1,,18.43%,0.294666169,0.97,
BTY-E19840-010,BTY-E19840-010,TRUE,,,,,,HATU Coupling,0.1,,,MCX,F1L ,4.58,1,,5.21%,0.422657952,1,
STR1-PE00002-049,STR1-PE00002-049,TRUE,,,,,,Urea,0.1,,,MCX,F3L,15.1,1,,22.30%,0.19634843,0.969,
STR1-PE00002-050,STR1-PE00002-050,TRUE,,,,,,Urea,0.1,,,MCX,F3L,8.53,1,,3.20%,0.439519187,0.95,
STR1-PE00002-051,STR1-PE00002-051,TRUE,,,,,,Urea,0.1,,,MCX,F3L,17.18,1,,27.21%,0.68788631,0.993,
STR1-PE00002-053,STR1-PE00002-053,TRUE,,,,,,Urea,0.1,,,MCX,F3L,15.47,1,,26.00%,0.58998495,0.989,
STR1-PE00002-054,STR1-PE00002-054,TRUE,,,,,,Urea,0.1,,,MCX,F3L/F4S,19.55,1,,4.84%,0.531546237,0.969,
STR1-PE00002-055,STR1-PE00002-055,TRUE,,,,,,Urea,0.1,,,MCX,F3L/F4S,22.64,1,,4.28%,0.726576169,0.982,
STR1-PE00002-056,STR1-PE00002-056,TRUE,,,,,,Urea,0.1,,,MCX,F3L,12.1,1,,21.97%,0.78494155,0.93,RunNextMethod r1fduardnw4mks due to SAP5-1 peak splitting; we decided to run Gemini since run was generated automatically
STR1-PE00002-057,STR1-PE00002-057,TRUE,,,,,,Urea,0.1,,,MCX,F3L,16.25,1,,32.88%,0.464287441,0.988,
STR1-PE00002-058,STR1-PE00002-058,TRUE,,,,,,Urea,0.1,,,MCX,F3L,12.27,1,,9.20%,0.67221549,0.985,
STR1-PE00002-060,STR1-PE00002-060,TRUE,,,,,,Urea,0.1,,,MCX,F3L ,1.95,1,,12.92%,0.19632444,0.95,
STR1-PE00002-061,STR1-PE00002-061,TRUE,,,,,,Urea,0.1,,,MCX,F3L/F4S,16.5,1,,27.95%,0.26361243,0.937,
STR1-PE00002-062,STR1-PE00002-062,TRUE,,,,,,Urea,0.1,,,MCX,F3L/F4S,17.43,1,,5.40%,0.557628746,0.93,
PR4-E19554-037,PR4-E19554-037,TRUE,,,,,,Suzuki,0.1,,,MCX,F3L,24.8,1,,15.80%,0.2388931,0.927,
EP4RP09-062,EP4RP09-062,TRUE,,,,,,Suzuki,0.1,,,MCX,F3L/F4S,15.69,2,,28.80%,0.6216811,0.987,
EPYRB11-001,EPYRB11-001,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,12.84,1,,1.91%,0.615253151,1,
EPYRB11-003,EPYRB11-003,TRUE,,,,,,amide,0.1,,,MCX,F3L,8.92,1,,8.50%,0.25248785,1,
EPYRB011-006,EPYRB011-006,TRUE,,,,,,amide,0.1,,,MCX,F3L ,33,1,,2.48%,0.16661333,1,
EPYRB11-007,EPYRB11-007,TRUE,,,,,,amide,0.1,,,MCX,F3L,4.43,2,,4.70%,0.431976376,1,
EPYRB11-008,EPYRB11-008,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,9.78,2,,2.79%,0.99344747,0.971,"2 isobars, manualy PurLCMS run/XML"
EP4RP09-058-L2S2,EP4RP09-058-L2S2,TRUE,,,,,,Suzuki coupling,0.1,,,MCX,F3L,14.38,1,,19.70%,0.121798266,0.956,
EPYRB011-009,EPYRB011-009,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,19.7,1,,11.70%,0.39622228,0.981,manual PurLCMS/XML
EPYRB011-010,EPYRB011-010,TRUE,,,,,,amide,0.1,,,MCX,F3L,11.11,1,,14.61%,0.234385564,0.93,RunNextMethod/impurity
EPYRB011-011,EPYRB011-011,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,12.88,1,,28.60%,0.3685217,1,
EPYRB011-012,EPYRB011-012,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,25.66,1,,24.70%,0.64429977,1,
EPYRB011-013,EPYRB011-013,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,11.72,1,,3.20%,0.45819486,1,RunNextMethod/impurity/manual XML/PurLCMS run
EP4RP009-059,EP4RP009-059,TRUE,,,,,,suzuki coupling,0.1,,,MCX,F3L,1.35,1,,7.40%,0.123997365,1,
EP4RP009-064,EP4RP009-064,TRUE,,,,,,suzuki coupling,0.1,,,MCX,F3L,,1,,0.00%,0.25865821,1,
BTY-E19840-022,BTY-E19840-022,,,,,,,Deprotection,0.4,,,HLB,,8.8,,,5.00%,,,no UV/sample can be tossed
EPYRB11-014,EPYRB11-014,TRUE,,,,,,amide,0.1,,,MCX,F3L,1.6,1,,21.92%,0.968845,1,
EPYRB11-015,EPYRB11-015,TRUE,,,,,,amide,0.1,,,HLB,F4L,9.4,1,,6.53%,0.463326992,1,
EPYRB11-016,EPYRB11-016,TRUE,,,,,,amide,0.1,,,HLB,F4L,8.83,1,,4.50%,0.1316161,0.968,
EPYRB11-017,EPYRB11-017,TRUE,,,,,,amide,0.1,,,HLB,F4L,1.5,1,,12.80%,0.899824,1,
EPYRB11-018,EPYRB11-018,TRUE,,,,,,amide,0.1,,,MCX,F3L,15.21,1,,14.60%,0.2718433,1,
EPYRB11-019,EPYRB11-019,TRUE,,,,,,amide,0.1,,,MCX,F3L,11.6,2,,18.30%,0.294234423,1,sample required more .3N-HCl post-workup/pre-SPE/manual transfer
EPYRB11-020,EPYRB11-020,TRUE,,,,,,amide,0.1,,,MCX,F3L,12.49,1,,29.20%,0.36862447,0.97,
EPYRB11-021,EPYRB11-021,TRUE,,,,,,amide,0.1,,,MCX,F3L,13.42,1,,24.60%,0.544589186,1,
EPYRB11-022,EPYRB11-022,TRUE,,,,,,amide,0.1,,,MCX,F3L,1.51,1,,6.10%,0.5394992,0.982,
EP4RP09-063,EP4RP09-063,TRUE,,,,,,Suzuki coupling,0.1,,,MCX,F3L,9.28,3,,2.93%,0.23726358,1,
EPYRB011-036,EPYRB011-036,TRUE,,,,,,amide,0.1,,,MCX,F3L,1.92,1,,8.54%,0.3796922,1,
EPYRB011-037,EPYRB011-037,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,1.58,1,,16.70%,0.17739245,1,"Had SPE batch config set at 3, not 45=combined F4 instead of discard"
EPYRB011-038,EPYRB011-038,TRUE,,,,,,amide,0.1,,,MCX,F3L,11.73,1,,21.86%,0.32645848,1,
EPYRB011-039,EPYRB011-039,TRUE,,,,,,amide,0.1,,,MCX,F3L,9.38,1,,12.40%,0.461987392,1,
EPYRB011-040,EPYRB011-040,TRUE,,,,,,amide,0.1,,,MCX,F3L,11.8,1,,23.40%,0.21883957,1,
EPYRB011-042,EPYRB011-042,TRUE,,,,,,amide,0.1,,,MCX,F3L,6.9,1,,3.80%,0.468771126,1,
EPYRB011-043,EPYRB011-043,TRUE,,,,,,amide,0.1,,,MCX,F3L,17.51,1,,28.10%,0.8994625,1,
EPYRB011-044,EPYRB011-044,TRUE,,,,,,amide,0.1,,,MCX,F3L,13.64,1,,31.60%,0.55295631,1,
EPYRB011-045,EPYRB011-045,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,11.98,1,,28.00%,0.61117289,1,
EPYRB011-046,EPYRB011-046,TRUE,,,,,,amide,0.1,,,MCX,F3L,2.83,1,,14.00%,0.52223371,1,
EPYRB11-024,EPYRB11-024,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,12.69,1,,12.90%,0.33621774,0.993,
EPYRB11-026,EPYRB11-026,TRUE,,,,,,amide,0.1,,,MCX,F3L,,1,,0.00%,0.274994671,0.991,
EPYRB11-041,EPYRB11-041,,,,,,,amide,0.1,,,MCX,,13.73,,,13.90%,,,"RunNextMethod/no COI, only SM. Cycle 2 r1fk56666gh2nn. No COI in crude"
EPYRB11-050,EPYRB11-050,TRUE,,,,,,amide,0.1,,,MCX,F23L/F4S,11.93,1,,2.60%,0.25264712,1,
EPYRB11-051,EPYRB11-051,TRUE,,,,,,amide,0.1,,,MCX,F3L,13.93,3,,21.25%,0.43348915,0.987,
EPYRB011-052,EPYRB011-052,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,14.26,1,,22.55%,0.439792338,1?,COI=double UV peak
EPYRB011-053,EPYRB011-053,TRUE,,,,,,amide,0.1,,,MCX,F3L,12.6,1,,8.80%,0.448124116,1,
EPYRB011-054,EPYRB011-054,TRUE,,,,,,amide,0.1,,,MCX,F3L,11.31,1,,23.44%,0.18637459,0.97,
EPYRB11-055,EPYRB11-055,TRUE,,,,,,amide,0.1,,,MCX,F3L,,1,,0.00%,0.46863995,0.1,
EPYRB11-056,EPYRB11-056,,,,,,,amide,0.1,,,MCX,no COI,12.49,,,22.00%,,,"no COI after cycle 1 or cycle 2, only SM"
EPYRB11-057,EPYRB11-057,TRUE,,,,,,amide,0.1,,,MCX,F3L,11.48,1,,15.37%,0.45531442,1,
EPYRB11-058,EPYRB11-058,TRUE,,,,,,amide,0.1,,,MCX,F3L,11.71,1,,22.10%,0.39752266,1,
EPYRB11-059,EPYRB11-059,TRUE,,,,,,amide,0.1,,,MCX,F3L,12.1,1,,25.20%,0.4669245,1,
EPYRB11-060,EPYRB11-060,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,15.78,1,,18.20%,0.5382723,1,
EPYRB11-061,EPYRB11-061,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,9.21,1,,4.90%,0.36651177,0.914,
EPYRB011-066,EPYRB011-066,TRUE,,,,,,amide,0.1,,,MCX,F3L,14.47,1,,23.20%,0.94933944,1,
EPYRB011-067,EPYRB011-067,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,7.83,1,,6.90%,0.452949921,1,"(F1~=F4, manually changed to F4S, XML selected F1S)"
EPYRB011-068,EPYRB011-068,TRUE,,,,,,amide,0.1,,,MCX,F3L,12.8,1,,12.30%,0.12541474,1,
EPYRB011-069,EPYRB011-069,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,15.21,1,,13.30%,0.2649573,1,
EPYRB011-070,EPYRB011-070,TRUE,,,,,,amide,0.1,,,MCX,F3L,9.44,1,,22.20%,0.247566432,1,
EPYRB011-071,EPYRB011-071,TRUE,,,,,,amide,0.1,,,MCX,F3L,19.53,1,,13.80%,0.41456221,0.983,
EPYRB011-072,EPYRB011-072,TRUE,,,,,,amide,0.1,,,MCX,F3L,1.42,1,,14.80%,0.283264312,1,RunNextMethod
EPYRB011-073,EPYRB011-073,TRUE,,,,,,amide,0.1,,,MCX,F3L/F4S,11.13,1,,14.30%,0.311462557,1,
EPYRB011-074,EPYRB011-074,TRUE,,,,,,amide,0.1,,,MCX,F3L,18.96,1,,16.90%,0.27918896,1,
EPYRB011-075,EPYRB011-075,TRUE,,,,,,amide,0.1,,,MCX,F3L,9.77,1,,1.40%,0.36212936,1,RunNextMethod
EPYRB011-076,EPYRB011-076,TRUE,,,,,,amide,0.1,,,MCX,,14.49,1,,14.60%,0.2346516,1,
